,attr_conc.mean,attr_conc.sd,attr_ent.mean,attr_ent.sd,dataset
34,0.03077868466044772,0.004954957056729845,4.087461976382371,8.97195690676443e-16,type=gaussian-k=50-n=5000-d=50-noise=0
35,0.1766542110028438,2.3885449972479305e-06,4.087460504241735,6.939737510792059e-07,type=circles-k=2-n=5000-d=2-noise=0.0
36,0.1520541332534982,1.9750455861447712e-07,4.08746197638237,0.0,type=circles-k=2-n=5000-d=2-noise=0.01
37,0.06501701997995091,8.870380175172992e-07,4.08746197638237,0.0,type=circles-k=2-n=5000-d=2-noise=0.05
38,0.024575740233502355,2.9105934949709715e-07,4.08746197638237,0.0,type=circles-k=2-n=5000-d=2-noise=0.1
39,0.2415656120716766,3.226084815043453e-05,4.087459524478087,3.467516290889479e-06,type=moons-k=2-n=5000-d=2-noise=0.0
40,0.23467027005283822,1.4043613613245978e-05,4.08746197638237,0.0,type=moons-k=2-n=5000-d=2-noise=0.01
41,0.15350057779095067,1.5024206421640991e-05,4.08746197638237,0.0,type=moons-k=2-n=5000-d=2-noise=0.05
42,0.08443997952523813,1.4847491816597417e-05,4.08746197638237,0.0,type=moons-k=2-n=5000-d=2-noise=0.1
43,0.08012294549419015,0.023001668317501646,4.08746197638237,0.0,type=varied-k=10-n=5000-d=10-noise=0
44,0.08494629556063313,0.01705277014752621,4.08746197638237,0.0,type=varied-k=10-n=5000-d=30-noise=0
45,0.09651548347155883,0.019297273180945384,4.087461976382371,8.97195690676443e-16,type=varied-k=10-n=5000-d=50-noise=0
46,0.05124068865599225,0.0072230097644369,4.08746197638237,0.0,type=varied-k=30-n=5000-d=10-noise=0
47,0.04987630371532893,0.007724443794518562,4.08746197638237,0.0,type=varied-k=30-n=5000-d=30-noise=0
48,0.04991035607029135,0.007467372242822703,4.087461976382371,8.97195690676443e-16,type=varied-k=30-n=5000-d=50-noise=0
49,0.03477801773704968,0.0055230663409521425,4.08746197638237,0.0,type=varied-k=50-n=5000-d=10-noise=0
50,0.036612331921947135,0.006130899677879308,4.08746197638237,0.0,type=varied-k=50-n=5000-d=30-noise=0
51,0.035793582700551815,0.00545446430906056,4.087461976382371,8.97195690676443e-16,type=varied-k=50-n=5000-d=50-noise=0
52,0.0671555103033099,0.020483129542545775,4.392316932474811,0.0,type=gaussian-k=10-n=10000-d=10-noise=0
53,0.06412433970486675,0.014607462427889732,4.392316932474811,0.0,type=gaussian-k=10-n=10000-d=30-noise=0
54,0.07615459212968723,0.015767059498725276,4.392316932474812,8.97195690676443e-16,type=gaussian-k=10-n=10000-d=50-noise=0
55,0.038459845429569386,0.005336495277433471,4.392316932474811,0.0,type=gaussian-k=30-n=10000-d=10-noise=0
56,0.0392450800214699,0.006529414346309167,4.392316932474811,0.0,type=gaussian-k=30-n=10000-d=30-noise=0
57,0.0385785523965786,0.00678447185746869,4.392316932474812,8.97195690676443e-16,type=gaussian-k=30-n=10000-d=50-noise=0
58,0.02531046232496091,0.004105498685577325,4.392316932474811,0.0,type=gaussian-k=50-n=10000-d=10-noise=0
59,0.02497329954575216,0.0037978432042969136,4.392316932474811,0.0,type=gaussian-k=50-n=10000-d=30-noise=0
60,0.02502272799725175,0.0036630441359091323,4.392316932474812,8.97195690676443e-16,type=gaussian-k=50-n=10000-d=50-noise=0
61,0.1497892809935343,1.6139880067378121e-06,4.392316175073972,2.1386586858382692e-07,type=circles-k=2-n=10000-d=2-noise=0.0
62,0.13323605247745818,4.4340954463555927e-07,4.392316932474811,0.0,type=circles-k=2-n=10000-d=2-noise=0.01
63,0.06542175311279769,3.845498705682842e-07,4.392316932474811,0.0,type=circles-k=2-n=10000-d=2-noise=0.05
64,0.022942122846304768,4.97037247696657e-08,4.392316932474811,0.0,type=circles-k=2-n=10000-d=2-noise=0.1
65,0.29025895929670076,3.761768591182371e-05,4.392316629387395,4.2863033499575567e-07,type=moons-k=2-n=10000-d=2-noise=0.0
66,0.2584947932254238,8.58108648270334e-06,4.392316932474811,0.0,type=moons-k=2-n=10000-d=2-noise=0.01
67,0.1344663130769055,1.3227730752118354e-05,4.392316932474811,0.0,type=moons-k=2-n=10000-d=2-noise=0.05
68,0.06750613681051147,7.292713616963837e-06,4.392316932474811,0.0,type=moons-k=2-n=10000-d=2-noise=0.1
69,0.06830332022722059,0.01890023847663852,4.392316932474811,0.0,type=varied-k=10-n=10000-d=10-noise=0
70,0.05983179415266434,0.01238051782588184,4.392316932474811,0.0,type=varied-k=10-n=10000-d=30-noise=0
71,0.06406452772882767,0.01560887421397696,4.392316932474812,8.97195690676443e-16,type=varied-k=10-n=10000-d=50-noise=0
72,0.044094098521672856,0.006372149394049371,4.392316932474811,0.0,type=varied-k=30-n=10000-d=10-noise=0
73,0.0410503838549805,0.006066813904208211,4.392316932474811,0.0,type=varied-k=30-n=10000-d=30-noise=0
74,0.04307564798577357,0.005851822136932324,4.392316932474812,8.97195690676443e-16,type=varied-k=30-n=10000-d=50-noise=0
75,0.02904572714969034,0.004377384668166289,4.392316932474811,0.0,type=varied-k=50-n=10000-d=10-noise=0
76,0.02978401929631723,0.0049353698082006525,4.392316932474811,0.0,type=varied-k=50-n=10000-d=30-noise=0
77,0.02967824733171353,0.004178680302475948,4.392316932474812,8.97195690676443e-16,type=varied-k=50-n=10000-d=50-noise=0
